Version, Version Name, Name, Age, Revisions, Bugfix, LOCs, LOCs Touched, LOCs Added, Churn, Avg. Churn, Authors Number, Average Change Set, Buggy
5,refs/tags/release-4.2.2,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchThroughputLatency.java,2,0,0,399,0,0,0,0,3,0,true
5,refs/tags/release-4.2.2,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/MySqlClient.java,4,0,0,121,0,0,0,0,2,0,false
5,refs/tags/release-4.2.2,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java,4,0,0,320,0,0,0,0,4,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java,4,6,4,1128,114,57,65,10.833333333333334,4,7.833333333333333,true
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieBean.java,2,0,0,41,0,0,0,0,2,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java,4,0,0,131,0,0,0,0,4,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieMXBean.java,2,0,0,28,0,0,0,0,1,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieShell.java,1,1,1,833,6,6,6,6.0,3,2.0,true
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java,4,0,0,170,0,0,0,0,2,0,true
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java,2,0,0,237,0,0,0,0,2,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java,4,2,2,535,39,36,27,13.5,4,5.5,true
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ExitCode.java,2,0,0,38,0,0,0,0,1,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java,4,1,1,336,73,39,5,5.0,4,2.0,true
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java,2,0,0,352,0,0,0,0,3,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollector.java,1,0,0,46,0,0,0,0,1,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java,2,3,2,533,210,121,24,8.0,3,7.333333333333333,true
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactory.java,2,0,0,28,0,0,0,0,1,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactoryImpl.java,2,0,0,59,0,0,0,0,1,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/InterleavedLedgerStorage.java,2,1,1,152,18,5,5,5.0,3,8.0,true
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java,2,2,1,539,9,7,5,2.5,3,7.5,true
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/JournalChannel.java,2,1,1,138,6,6,6,6.0,1,4.0,true
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java,4,0,0,41,0,0,0,0,3,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheBean.java,2,0,0,24,0,0,0,0,1,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheImpl.java,2,5,4,864,45,24,8,1.6,3,4.4,true
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheMXBean.java,2,0,0,51,0,0,0,0,1,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java,4,0,0,53,0,0,0,0,3,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorImpl.java,2,0,0,73,0,0,0,0,1,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorReadOnlyImpl.java,2,0,0,47,0,0,0,0,1,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDirsManager.java,1,1,0,246,4,3,2,2.0,2,2.0,true
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java,4,0,0,157,0,0,0,0,3,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerStorage.java,2,0,0,94,0,0,0,0,1,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java,4,0,0,124,0,0,0,0,1,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyEntryLogger.java,1,0,0,49,0,0,0,0,1,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyFileInfo.java,1,0,0,38,0,0,0,0,1,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ScanAndCompareGarbageCollector.java,1,1,1,96,28,14,3,3.0,2,10.0,true
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java,4,1,0,136,12,12,11,11.0,3,4.0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java,4,1,1,313,30,28,22,22.0,3,8.0,true
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java,4,2,1,644,73,70,59,29.5,4,6.0,true
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java,4,3,2,822,100,99,89,29.666666666666668,3,6.666666666666667,true
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java,4,1,1,306,42,42,39,39.0,4,13.0,true
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookiesListener.java,0,1,1,24,27,27,24,24.0,1,13.0,true
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/CRC32DigestManager.java,4,0,0,47,0,0,0,0,2,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java,4,0,0,155,0,0,0,0,4,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java,4,0,0,80,0,0,0,0,3,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerChecker.java,1,1,1,240,4,1,2,2.0,2,3.0,true
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java,4,0,0,119,0,0,0,0,3,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java,4,0,0,71,0,0,0,0,4,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java,4,0,0,70,0,0,0,0,2,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragment.java,1,0,0,133,0,0,0,0,2,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragmentReplicator.java,1,0,0,397,0,0,0,0,1,0,true
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java,4,4,3,913,120,86,50,12.5,4,5.75,true
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java,4,4,3,461,112,87,56,14.0,4,7.75,true
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java,4,0,0,168,0,0,0,0,4,0,true
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java,4,2,2,147,62,38,13,6.5,4,6.5,true
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/MacDigestManager.java,4,0,0,68,0,0,0,0,3,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java,4,2,1,169,23,18,12,6.0,3,8.0,true
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java,4,3,1,325,70,43,17,5.666666666666667,3,6.0,true
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadLastConfirmedOp.java,4,0,0,112,0,0,0,0,3,0,true
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadOnlyLedgerHandle.java,4,1,0,94,4,2,0,0.0,2,11.0,true
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java,4,0,0,94,0,0,0,0,3,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/SyncCounter.java,4,0,0,71,0,0,0,0,2,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/AbstractConfiguration.java,4,0,0,209,0,0,0,0,2,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java,4,0,0,285,0,0,0,0,2,0,true
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java,4,2,1,745,116,116,107,53.5,3,12.5,true
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanInfo.java,2,0,0,24,0,0,0,0,1,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanRegistry.java,2,0,0,79,0,0,0,0,1,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java,4,2,2,280,29,14,2,1.0,3,7.0,true
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java,4,3,3,150,47,30,9,3.0,2,8.0,true
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManagerFactory.java,1,0,0,80,0,0,0,0,2,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java,4,4,4,458,92,59,25,6.25,2,7.0,true
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManagerFactory.java,1,0,0,81,0,0,0,0,2,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java,4,0,0,211,0,0,0,0,3,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java,4,1,1,164,25,8,7,7.0,2,10.0,true
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManagerFactory.java,4,0,0,223,0,0,0,0,2,0,true
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerUnderreplicationManager.java,1,0,0,97,0,0,0,0,1,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java,1,2,2,541,11,6,1,0.5,2,8.0,true
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkLedgerUnderreplicationManager.java,1,2,1,516,14,7,3,1.5,3,11.5,true
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkVersion.java,1,0,0,62,0,0,0,0,1,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetaStore.java,1,0,0,63,0,0,0,0,1,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetastoreCursor.java,1,1,1,85,9,6,2,2.0,1,10.0,true
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetastoreTable.java,1,0,0,303,0,0,0,0,1,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MSException.java,1,0,0,180,0,0,0,0,1,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetaStore.java,1,0,0,71,0,0,0,0,1,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreCallback.java,1,0,0,24,0,0,0,0,1,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreCursor.java,1,0,0,74,0,0,0,0,1,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreException.java,1,0,0,30,0,0,0,0,1,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreFactory.java,1,0,0,29,0,0,0,0,1,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreScannableTable.java,1,0,0,98,0,0,0,0,1,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreTable.java,1,0,0,161,0,0,0,0,1,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreTableItem.java,1,0,0,62,0,0,0,0,1,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreUtils.java,1,0,0,121,0,0,0,0,1,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/Value.java,1,0,0,137,0,0,0,0,1,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/net/DNS.java,0,1,0,325,356,356,325,325.0,1,17.0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BKStats.java,2,0,0,219,0,0,0,0,2,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java,4,1,0,248,1,1,1,1.0,4,11.0,true
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java,4,0,0,155,0,0,0,0,3,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java,4,4,2,574,27,20,13,3.25,4,6.75,true
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerBean.java,2,1,1,72,5,0,4,4.0,2,4.0,true
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerMXBean.java,2,1,1,44,5,0,4,4.0,1,4.0,true
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java,4,0,0,114,0,0,0,0,4,0,true
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java,1,0,0,3763,0,0,0,0,2,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java,4,4,3,509,25,22,17,4.25,4,6.25,true
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java,4,3,2,658,135,83,31,10.333333333333334,4,5.666666666666667,true
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ServerStats.java,4,1,1,82,49,0,40,40.0,2,4.0,true
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/Auditor.java,1,3,3,463,74,43,30,10.0,1,8.333333333333334,true
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AuditorElector.java,1,2,2,299,6,4,4,2.0,2,7.5,true
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AutoRecoveryMain.java,1,1,1,247,2,1,0,0.0,2,13.0,true
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/BookieLedgerIndexer.java,1,0,0,127,0,0,0,0,2,0,true
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationEnableCb.java,1,0,0,50,0,0,0,0,1,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationException.java,1,0,0,63,0,0,0,0,2,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationWorker.java,1,3,3,340,16,9,8,2.6666666666666665,1,6.333333333333333,true
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerInputStream.java,4,0,0,164,0,0,0,0,2,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerOutputStream.java,4,0,0,137,0,0,0,0,2,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/tools/BookKeeperTools.java,4,0,0,83,0,0,0,0,3,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/BookKeeperConstants.java,1,0,0,42,0,0,0,0,1,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/DiskChecker.java,1,0,0,150,0,0,0,0,2,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/EntryFormatter.java,1,0,0,65,0,0,0,0,1,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/HardLink.java,2,0,0,615,0,0,0,0,1,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/IOUtils.java,2,0,0,82,0,0,0,0,2,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java,4,1,0,232,1,1,1,1.0,4,17.0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Main.java,4,0,0,47,0,0,0,0,3,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/MathUtils.java,4,1,1,45,7,5,3,3.0,3,4.0,true
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/OrderedSafeExecutor.java,4,0,0,120,0,0,0,0,3,0,true
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ReflectionUtils.java,1,0,0,144,0,0,0,0,1,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SafeRunnable.java,4,0,0,32,0,0,0,0,2,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SnapshotMap.java,1,0,0,120,0,0,0,0,1,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringEntryFormatter.java,1,0,0,40,0,0,0,0,1,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringUtils.java,4,0,0,115,0,0,0,0,3,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Tool.java,1,0,0,39,0,0,0,0,1,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ZkUtils.java,4,1,1,238,92,53,13,13.0,2,6.0,true
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Version.java,1,0,0,57,0,0,0,0,1,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Versioned.java,1,0,0,38,0,0,0,0,1,0,false
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/ZooKeeperWatcherBase.java,1,0,0,84,0,0,0,0,1,0,false
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/HedwigClient.java,4,0,0,64,0,0,0,0,1,0,false
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/api/Client.java,4,0,0,39,0,0,0,0,1,0,false
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/api/MessageHandler.java,4,0,0,44,0,0,0,0,2,0,false
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/api/Publisher.java,4,0,0,83,0,0,0,0,3,0,false
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/api/Subscriber.java,4,0,0,360,0,0,0,0,4,0,true
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkPublisher.java,4,0,0,116,0,0,0,0,4,0,true
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkSubscriber.java,4,0,0,117,0,0,0,0,4,0,true
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkUtils.java,4,0,0,165,0,0,0,0,4,0,false
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkWorker.java,4,0,0,41,0,0,0,0,2,0,false
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/HedwigBenchmark.java,4,0,0,133,0,0,0,0,3,0,false
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/conf/ClientConfiguration.java,4,0,0,149,0,0,0,0,3,0,false
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/data/MessageConsumeData.java,4,0,0,51,0,0,0,0,3,0,false
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/data/PubSubData.java,4,0,0,162,0,0,0,0,4,0,true
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/data/TopicSubscriber.java,4,0,0,64,0,0,0,0,2,0,false
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/AlreadyStartDeliveryException.java,2,0,0,31,0,0,0,0,1,0,true
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/InvalidSubscriberIdException.java,4,0,0,32,0,0,0,0,1,0,false
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/NoResponseHandlerException.java,1,0,0,31,0,0,0,0,1,0,false
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/ResubscribeException.java,1,0,0,30,0,0,0,0,1,0,true
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/ServerRedirectLoopException.java,4,0,0,33,0,0,0,0,2,0,false
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/TooManyServerRedirectsException.java,4,0,0,34,0,0,0,0,2,0,false
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/AbstractResponseHandler.java,1,0,0,140,0,0,0,0,1,0,false
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/CloseSubscriptionResponseHandler.java,1,0,0,77,0,0,0,0,1,0,false
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/MessageConsumeCallback.java,4,0,0,100,0,0,0,0,4,0,false
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PubSubCallback.java,4,0,0,81,0,0,0,0,3,0,false
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PublishResponseHandler.java,4,0,0,65,0,0,0,0,4,0,false
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeResponseHandler.java,4,0,0,167,0,0,0,0,3,0,false
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/UnsubscribeResponseHandler.java,4,0,0,78,0,0,0,0,4,0,false
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/netty/CleanupChannelMap.java,1,0,0,169,0,0,0,0,1,0,true
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/netty/FilterableMessageHandler.java,1,0,0,60,0,0,0,0,1,0,false
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HChannel.java,1,0,0,48,0,0,0,0,1,0,false
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HChannelManager.java,1,0,0,144,0,0,0,0,1,0,false
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigClientImpl.java,4,0,0,103,0,0,0,0,4,0,false
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigPublisher.java,4,0,0,133,0,0,0,0,4,0,false
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java,4,0,0,386,0,0,0,0,4,0,true
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/netty/NetUtils.java,1,0,0,194,0,0,0,0,2,0,false
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/netty/SubscriptionEventEmitter.java,1,0,0,40,0,0,0,0,1,0,false
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/netty/VoidCallbackAdapter.java,1,0,0,37,0,0,0,0,2,0,false
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractHChannelManager.java,1,0,0,566,0,0,0,0,1,0,false
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractSubscribeResponseHandler.java,1,0,0,344,0,0,0,0,1,0,true
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/ActiveSubscriber.java,1,1,1,357,19,9,0,0.0,2,2.0,true
