Version, Version Name, Name, Age, Revisions, Bugfix, LOCs, LOCs Touched, LOCs Added, Churn, Avg. Churn, Authors Number, Average Change Set, Buggy
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java,2,0,0,170,0,0,0,0,2,0,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java,0,3,1,237,138,101,62,20.666666666666668,2,18.0,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java,2,6,3,508,168,123,67,11.166666666666666,4,8.833333333333334,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ExitCode.java,0,0,0,38,0,0,0,0,1,0,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java,2,3,1,326,112,109,97,32.333333333333336,3,11.0,true
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java,0,2,1,352,27,18,7,3.5,3,12.0,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollector.java,0,1,0,46,51,51,46,46.0,1,24.0,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java,0,7,4,509,176,122,69,9.857142857142858,3,20.857142857142858,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactory.java,0,0,0,28,0,0,0,0,1,0,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactoryImpl.java,0,0,0,59,0,0,0,0,1,0,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/InterleavedLedgerStorage.java,0,8,2,157,81,41,29,3.625,3,17.25,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java,0,6,5,534,54,30,18,3.0,3,13.166666666666666,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/JournalChannel.java,0,1,1,132,4,2,0,0.0,1,13.0,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java,2,1,1,41,4,4,2,2.0,3,13.0,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheBean.java,0,0,0,24,0,0,0,0,1,0,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheImpl.java,0,10,6,855,322,238,152,15.2,3,15.7,true
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheMXBean.java,0,0,0,51,0,0,0,0,1,0,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java,2,1,1,53,4,2,0,0.0,3,13.0,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorImpl.java,0,1,1,73,9,4,1,1.0,1,13.0,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorReadOnlyImpl.java,0,1,1,47,2,1,0,0.0,1,13.0,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDirsManager.java,0,3,2,244,272,270,244,81.33333333333333,2,11.333333333333334,true
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java,2,0,0,157,0,0,0,0,3,0,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerStorage.java,0,1,1,94,20,19,16,16.0,1,13.0,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java,2,0,0,124,0,0,0,0,1,0,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyEntryLogger.java,0,2,0,49,60,59,49,24.5,1,15.5,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyFileInfo.java,0,1,0,38,44,44,38,38.0,1,15.0,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ScanAndCompareGarbageCollector.java,0,1,0,99,108,108,99,99.0,1,24.0,true
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java,2,0,0,125,0,0,0,0,3,0,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java,2,4,0,291,44,44,40,10.0,3,17.75,true
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java,2,11,7,585,274,152,135,12.272727272727273,4,17.181818181818183,true
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java,2,14,5,733,671,329,320,22.857142857142858,3,14.214285714285714,true
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java,2,4,2,267,152,125,88,22.0,4,10.75,true
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/CRC32DigestManager.java,2,0,0,47,0,0,0,0,2,0,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java,2,1,1,155,7,7,7,7.0,4,11.0,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java,2,2,0,80,51,38,22,11.0,3,13.5,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerChecker.java,0,4,0,242,297,285,250,62.5,1,9.25,true
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java,2,4,2,119,45,16,19,4.75,3,24.0,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java,2,3,1,71,28,13,6,2.0,4,25.666666666666668,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java,2,1,0,70,2,0,1,1.0,2,3.0,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragment.java,0,5,1,133,189,168,133,26.6,2,6.4,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragmentReplicator.java,0,4,1,397,612,517,397,99.25,1,6.25,true
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java,2,12,10,863,603,338,169,14.083333333333334,4,14.083333333333334,true
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java,2,9,7,405,391,273,159,17.666666666666668,4,19.22222222222222,true
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java,2,3,2,168,94,56,53,17.666666666666668,4,21.333333333333332,true
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java,2,2,2,134,4,2,0,0.0,4,29.0,true
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/MacDigestManager.java,2,0,0,68,0,0,0,0,3,0,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java,2,5,4,157,107,60,53,10.6,3,11.2,true
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java,2,12,8,308,707,438,373,31.083333333333332,3,10.25,true
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadLastConfirmedOp.java,2,3,3,112,19,9,1,0.3333333333333333,3,20.0,true
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadOnlyLedgerHandle.java,2,2,2,94,35,31,25,12.5,2,4.5,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java,2,2,0,94,53,36,20,10.0,3,13.5,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/SyncCounter.java,2,0,0,71,0,0,0,0,2,0,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/AbstractConfiguration.java,2,5,1,209,131,127,114,22.8,2,17.0,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java,2,4,1,285,110,74,104,26.0,2,9.25,true
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java,2,6,1,635,161,153,133,22.166666666666668,3,8.833333333333334,true
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanInfo.java,0,0,0,24,0,0,0,0,1,0,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanRegistry.java,0,1,1,79,5,3,1,1.0,1,2.0,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java,2,7,2,280,388,203,212,30.285714285714285,3,24.571428571428573,true
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java,2,5,2,141,120,49,29,5.8,2,27.4,true
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManagerFactory.java,0,4,0,80,102,97,88,22.0,2,25.75,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java,2,5,2,433,297,128,48,9.6,2,27.4,true
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManagerFactory.java,0,4,0,81,103,98,89,22.25,2,25.75,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java,2,5,1,211,121,78,49,9.8,3,27.2,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java,2,2,0,171,225,135,118,59.0,2,35.5,true
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManagerFactory.java,2,4,0,223,320,236,148,37.0,2,25.75,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerUnderreplicationManager.java,0,3,0,97,109,109,97,32.333333333333336,1,10.666666666666666,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java,0,2,0,540,903,752,692,346.0,2,17.0,true
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkLedgerUnderreplicationManager.java,0,13,0,517,689,627,521,40.07692307692308,3,7.538461538461538,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkVersion.java,0,2,1,62,75,72,62,31.0,1,29.5,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetaStore.java,0,1,0,63,77,77,63,63.0,1,8.0,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetastoreCursor.java,0,1,0,83,94,94,83,83.0,1,8.0,true
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetastoreTable.java,0,1,0,303,337,337,303,303.0,1,8.0,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MSException.java,0,1,0,180,214,214,180,180.0,1,17.0,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetaStore.java,0,1,0,71,79,79,71,71.0,1,17.0,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreCallback.java,0,1,0,24,25,25,24,24.0,1,17.0,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreCursor.java,0,1,0,74,84,84,74,74.0,1,17.0,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreException.java,0,1,0,30,34,34,30,30.0,1,17.0,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreFactory.java,0,1,0,29,33,33,29,29.0,1,17.0,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreScannableTable.java,0,1,0,98,104,104,98,98.0,1,17.0,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreTable.java,0,1,0,161,172,172,161,161.0,1,17.0,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreTableItem.java,0,1,0,62,70,70,62,62.0,1,17.0,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreUtils.java,0,1,0,121,140,140,121,121.0,1,5.0,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/Value.java,0,1,0,137,154,154,137,137.0,1,17.0,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BKStats.java,0,1,1,219,14,13,11,11.0,2,12.0,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java,2,2,2,247,76,62,49,24.5,4,5.5,true
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java,2,1,0,155,4,4,4,4.0,3,16.0,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java,2,10,6,561,165,141,114,11.4,4,14.6,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerBean.java,0,1,1,76,5,3,1,1.0,2,12.0,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerMXBean.java,0,0,0,48,0,0,0,0,1,0,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java,2,1,0,114,2,1,0,0.0,4,2.0,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java,0,7,2,3763,4140,4114,3763,537.5714285714286,2,12.857142857142858,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java,2,2,2,492,37,33,29,14.5,4,27.5,true
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java,2,7,6,627,145,89,43,6.142857142857143,4,11.857142857142858,true
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ServerStats.java,2,1,1,122,6,4,1,1.0,2,12.0,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/Auditor.java,0,4,0,453,651,577,453,113.25,1,9.25,true
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AuditorElector.java,0,6,0,297,505,415,297,49.5,2,10.333333333333334,true
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AutoRecoveryMain.java,0,6,2,247,313,293,259,43.166666666666664,2,11.833333333333334,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/BookieLedgerIndexer.java,0,3,1,127,148,142,133,44.333333333333336,2,12.333333333333334,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationEnableCb.java,0,1,0,50,56,56,50,50.0,1,8.0,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationException.java,0,3,0,63,88,81,63,21.0,2,5.666666666666667,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationWorker.java,0,8,0,338,575,466,340,42.5,1,6.0,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerInputStream.java,2,0,0,164,0,0,0,0,2,0,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerOutputStream.java,2,0,0,137,0,0,0,0,2,0,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/tools/BookKeeperTools.java,2,0,0,83,0,0,0,0,3,0,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/BookKeeperConstants.java,0,2,0,42,47,46,42,21.0,1,12.5,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/DiskChecker.java,0,2,1,150,174,171,150,75.0,2,15.0,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/EntryFormatter.java,0,1,0,65,77,77,65,65.0,1,15.0,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/HardLink.java,0,0,0,615,0,0,0,0,1,0,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/IOUtils.java,0,1,0,82,33,33,32,32.0,2,21.0,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java,2,4,3,231,69,46,21,5.25,4,16.25,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Main.java,2,0,0,47,0,0,0,0,3,0,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/MathUtils.java,2,1,1,42,20,15,12,12.0,2,12.0,true
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/OrderedSafeExecutor.java,2,2,2,120,42,42,37,18.5,3,6.5,true
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ReflectionUtils.java,0,2,0,144,152,152,144,72.0,1,36.0,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SafeRunnable.java,2,0,0,32,0,0,0,0,2,0,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SnapshotMap.java,0,1,0,120,131,131,120,120.0,1,24.0,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringEntryFormatter.java,0,1,0,40,47,47,40,40.0,1,15.0,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringUtils.java,2,2,1,115,68,64,56,28.0,3,18.0,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Tool.java,0,1,0,39,43,43,39,39.0,1,15.0,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ZkUtils.java,2,4,1,225,215,182,184,46.0,2,15.75,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Version.java,0,2,1,57,64,63,57,28.5,1,29.5,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Versioned.java,0,1,0,38,45,45,38,38.0,1,47.0,false
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/ZooKeeperWatcherBase.java,0,1,1,84,94,94,84,84.0,1,1.0,false
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/HedwigClient.java,2,0,0,64,0,0,0,0,1,0,false
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/api/Client.java,2,0,0,39,0,0,0,0,1,0,false
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/api/MessageHandler.java,2,0,0,44,0,0,0,0,2,0,false
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/api/Publisher.java,2,2,1,83,30,28,25,12.5,3,17.5,false
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/api/Subscriber.java,2,3,1,360,64,63,60,20.0,4,16.333333333333332,false
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkPublisher.java,2,1,1,116,6,4,1,1.0,4,18.0,false
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkSubscriber.java,2,2,2,117,9,5,2,1.0,4,29.5,false
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkUtils.java,2,1,1,165,9,5,1,1.0,4,18.0,false
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkWorker.java,2,0,0,41,0,0,0,0,2,0,false
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/HedwigBenchmark.java,2,0,0,133,0,0,0,0,3,0,false
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/conf/ClientConfiguration.java,2,2,0,149,15,12,8,4.0,3,20.0,false
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/data/MessageConsumeData.java,2,1,0,51,22,10,2,2.0,3,35.0,false
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/data/PubSubData.java,2,3,2,162,39,35,23,7.666666666666667,4,17.666666666666668,true
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/data/TopicSubscriber.java,2,0,0,64,0,0,0,0,2,0,false
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/AlreadyStartDeliveryException.java,0,0,0,31,0,0,0,0,1,0,false
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/InvalidSubscriberIdException.java,2,0,0,32,0,0,0,0,1,0,false
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/NoResponseHandlerException.java,0,1,1,31,34,34,31,31.0,1,8.0,false
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/ResubscribeException.java,0,1,1,30,34,34,30,30.0,1,16.0,true
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/ServerRedirectLoopException.java,2,0,0,33,0,0,0,0,2,0,false
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/TooManyServerRedirectsException.java,2,0,0,34,0,0,0,0,2,0,false
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/AbstractResponseHandler.java,0,1,0,140,156,156,140,140.0,1,35.0,false
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/CloseSubscriptionResponseHandler.java,0,1,0,77,84,84,77,77.0,1,16.0,false
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/MessageConsumeCallback.java,2,3,2,100,129,75,36,12.0,4,28.0,false
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PubSubCallback.java,2,2,1,81,20,13,8,4.0,3,35.5,false
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PublishResponseHandler.java,2,2,0,65,36,18,5,2.5,4,32.5,false
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeResponseHandler.java,2,7,2,167,485,163,243,34.714285714285715,3,24.0,false
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/UnsubscribeResponseHandler.java,2,2,0,78,51,26,2,1.0,4,32.5,false
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/CleanupChannelMap.java,0,2,1,169,183,183,169,84.5,1,25.5,true
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/FilterableMessageHandler.java,0,2,0,60,72,71,60,30.0,1,27.5,false
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HChannel.java,0,1,0,48,54,54,48,48.0,1,35.0,false
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HChannelManager.java,0,1,0,144,160,160,144,144.0,1,35.0,false
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigClientImpl.java,2,9,3,103,448,105,338,37.55555555555556,4,22.88888888888889,false
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigPublisher.java,2,6,3,133,329,119,187,31.166666666666668,4,23.166666666666668,false
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java,2,9,2,386,807,273,528,58.666666666666664,4,21.333333333333332,false
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/NetUtils.java,0,4,1,194,225,222,194,48.5,2,18.25,false
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/SubscriptionEventEmitter.java,0,1,0,40,50,50,40,40.0,1,35.0,false
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/VoidCallbackAdapter.java,0,2,1,37,42,42,37,18.5,2,16.5,false
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractHChannelManager.java,0,2,0,566,624,624,566,283.0,1,23.0,false
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractSubscribeResponseHandler.java,0,3,2,344,427,402,344,114.66666666666667,1,11.333333333333334,true
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/ActiveSubscriber.java,0,2,1,357,385,384,357,178.5,1,13.5,true
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/ClientChannelPipelineFactory.java,0,1,0,60,72,72,60,60.0,3,35.0,false
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/DefaultServerChannel.java,0,1,0,80,92,92,80,80.0,1,35.0,false
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/HChannelHandler.java,0,2,0,253,284,284,253,126.5,1,31.0,false
