Version, Version Name, Path, LOCs, LOCs Touched, Churn, Number of Revisions, Authors Number, Bugfix, Average Change Set
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java,164,335,7,1,2,1,10
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManagerFactory.java,223,0,0,0,2,0,0
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerUnderreplicationManager.java,97,0,0,0,1,0,0
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java,541,2163,1,2,2,2,8
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkLedgerUnderreplicationManager.java,516,2069,3,2,3,1,11
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkVersion.java,62,0,0,0,1,0,0
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetaStore.java,63,0,0,0,1,0,0
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetastoreCursor.java,85,168,2,1,1,1,10
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetastoreTable.java,303,0,0,0,1,0,0
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MSException.java,180,0,0,0,1,0,0
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetaStore.java,71,0,0,0,1,0,0
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreCallback.java,24,0,0,0,1,0,0
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreCursor.java,74,0,0,0,1,0,0
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreException.java,30,0,0,0,1,0,0
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreFactory.java,29,0,0,0,1,0,0
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreScannableTable.java,98,0,0,0,1,0,0
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreTable.java,161,0,0,0,1,0,0
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreTableItem.java,62,0,0,0,1,0,0
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreUtils.java,121,0,0,0,1,0,0
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/Value.java,137,0,0,0,1,0,0
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/net/DNS.java,325,325,325,1,1,0,17
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BKStats.java,219,0,0,0,2,0,0
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java,248,495,1,1,4,0,11
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java,155,0,0,0,3,0,0
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java,574,4533,13,4,4,2,6
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerBean.java,72,148,4,1,2,1,4
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerMXBean.java,44,92,4,1,1,1,4
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java,114,0,0,0,4,0,0
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java,3763,0,0,0,2,0,0
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java,509,4005,17,4,4,3,6
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java,658,3873,31,3,4,2,5
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ServerStats.java,82,204,40,1,2,1,4
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/Auditor.java,463,2778,30,3,1,3,8
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AuditorElector.java,299,1196,4,2,2,2,7
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AutoRecoveryMain.java,247,494,0,1,2,1,13
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/BookieLedgerIndexer.java,127,0,0,0,2,0,0
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationEnableCb.java,50,0,0,0,1,0,0
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationException.java,63,0,0,0,2,0,0
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationWorker.java,340,2032,8,3,1,3,6
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerInputStream.java,164,0,0,0,2,0,0
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerOutputStream.java,137,0,0,0,2,0,0
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/tools/BookKeeperTools.java,83,0,0,0,3,0,0
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/BookKeeperConstants.java,42,0,0,0,1,0,0
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/DiskChecker.java,150,0,0,0,2,0,0
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/EntryFormatter.java,65,0,0,0,1,0,0
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/HardLink.java,615,0,0,0,1,0,0
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/IOUtils.java,82,0,0,0,2,0,0
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java,232,463,1,1,4,0,17
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Main.java,47,0,0,0,3,0,0
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/MathUtils.java,45,87,3,1,3,1,4
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/OrderedSafeExecutor.java,120,0,0,0,3,0,0
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ReflectionUtils.java,144,0,0,0,1,0,0
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SafeRunnable.java,32,0,0,0,2,0,0
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SnapshotMap.java,120,0,0,0,1,0,0
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringEntryFormatter.java,40,0,0,0,1,0,0
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringUtils.java,115,0,0,0,3,0,0
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Tool.java,39,0,0,0,1,0,0
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ZkUtils.java,238,463,13,1,2,1,6
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Version.java,57,0,0,0,1,0,0
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Versioned.java,38,0,0,0,1,0,0
5,refs/tags/release-4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/ZooKeeperWatcherBase.java,84,0,0,0,1,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/HedwigClient.java,64,0,0,0,1,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/api/Client.java,39,0,0,0,1,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/api/MessageHandler.java,44,0,0,0,2,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/api/Publisher.java,83,0,0,0,3,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/api/Subscriber.java,360,0,0,0,4,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkPublisher.java,116,0,0,0,4,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkSubscriber.java,117,0,0,0,4,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkUtils.java,165,0,0,0,4,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkWorker.java,41,0,0,0,2,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/HedwigBenchmark.java,133,0,0,0,3,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/conf/ClientConfiguration.java,149,0,0,0,3,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/data/MessageConsumeData.java,51,0,0,0,3,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/data/PubSubData.java,162,0,0,0,4,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/data/TopicSubscriber.java,64,0,0,0,2,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/AlreadyStartDeliveryException.java,31,0,0,0,1,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/InvalidSubscriberIdException.java,32,0,0,0,1,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/NoResponseHandlerException.java,31,0,0,0,1,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/ResubscribeException.java,30,0,0,0,1,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/ServerRedirectLoopException.java,33,0,0,0,2,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/TooManyServerRedirectsException.java,34,0,0,0,2,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/AbstractResponseHandler.java,140,0,0,0,1,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/CloseSubscriptionResponseHandler.java,77,0,0,0,1,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/MessageConsumeCallback.java,100,0,0,0,4,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PubSubCallback.java,81,0,0,0,3,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PublishResponseHandler.java,65,0,0,0,4,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeResponseHandler.java,167,0,0,0,3,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/UnsubscribeResponseHandler.java,78,0,0,0,4,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/netty/CleanupChannelMap.java,169,0,0,0,1,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/netty/FilterableMessageHandler.java,60,0,0,0,1,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HChannel.java,48,0,0,0,1,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HChannelManager.java,144,0,0,0,1,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigClientImpl.java,103,0,0,0,4,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigPublisher.java,133,0,0,0,4,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java,386,0,0,0,4,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/netty/NetUtils.java,194,0,0,0,2,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/netty/SubscriptionEventEmitter.java,40,0,0,0,1,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/netty/VoidCallbackAdapter.java,37,0,0,0,2,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractHChannelManager.java,566,0,0,0,1,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractSubscribeResponseHandler.java,344,0,0,0,1,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/ActiveSubscriber.java,357,714,0,1,2,1,2
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/ClientChannelPipelineFactory.java,60,0,0,0,3,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/DefaultServerChannel.java,80,0,0,0,1,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/HChannelHandler.java,253,0,0,0,1,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/HChannelImpl.java,335,0,0,0,1,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/NonSubscriptionChannelPipelineFactory.java,41,0,0,0,1,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/ResubscribeCallback.java,99,0,0,0,1,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/WriteCallback.java,99,0,0,0,4,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexHChannelManager.java,286,0,0,0,1,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexSubscribeResponseHandler.java,117,0,0,0,1,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexSubscriptionChannelPipelineFactory.java,43,0,0,0,1,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/simple/SimpleHChannelManager.java,325,0,0,0,1,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/simple/SimpleSubscribeResponseHandler.java,249,0,0,0,1,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/simple/SimpleSubscriptionChannelPipelineFactory.java,43,0,0,0,1,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/netty/package-info.java,88,0,0,0,1,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/ssl/SslClientContextFactory.java,35,0,0,0,1,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/client/ssl/SslContextFactory.java,54,0,0,0,2,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/conf/AbstractConfiguration.java,55,0,0,0,3,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/filter/ClientMessageFilter.java,23,0,0,0,1,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/filter/MessageFilterBase.java,46,0,0,0,1,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/filter/PipelineFilter.java,64,0,0,0,1,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/filter/ServerMessageFilter.java,41,0,0,0,1,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/util/Callback.java,42,0,0,0,2,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/util/CallbackUtils.java,156,0,0,0,3,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/util/ConcurrencyUtils.java,43,0,0,0,1,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/util/Either.java,41,0,0,0,1,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/util/FileUtils.java,78,0,0,0,2,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/util/HedwigSocketAddress.java,124,0,0,0,2,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/util/Option.java,35,0,0,0,1,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/util/Pair.java,35,0,0,0,1,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/util/PathUtils.java,50,0,0,0,2,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/util/SubscriptionListener.java,41,0,0,0,1,0,0
5,refs/tags/release-4.2.2,hedwig-client/src/main/java/org/apache/hedwig/util/VarArgs.java,23,0,0,0,1,0,0
5,refs/tags/release-4.2.2,hedwig-protocol/src/main/java/org/apache/hedwig/exceptions/PubSubException.java,219,0,0,0,4,0,0
5,refs/tags/release-4.2.2,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java,15641,0,0,0,2,0,0
5,refs/tags/release-4.2.2,hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/MapUtils.java,64,0,0,0,1,0,0
5,refs/tags/release-4.2.2,hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/MessageIdUtils.java,123,0,0,0,2,0,0
5,refs/tags/release-4.2.2,hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/PubSubResponseUtils.java,59,0,0,0,3,0,0
5,refs/tags/release-4.2.2,hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/SubscriptionStateUtils.java,87,0,0,0,3,0,0
5,refs/tags/release-4.2.2,hedwig-server/src/main/java/org/apache/hedwig/admin/HedwigAdmin.java,493,0,0,0,2,0,0
5,refs/tags/release-4.2.2,hedwig-server/src/main/java/org/apache/hedwig/admin/console/HedwigCommands.java,390,0,0,0,1,0,0
5,refs/tags/release-4.2.2,hedwig-server/src/main/java/org/apache/hedwig/admin/console/HedwigConsole.java,898,0,0,0,2,0,0
5,refs/tags/release-4.2.2,hedwig-server/src/main/java/org/apache/hedwig/admin/console/JLineHedwigCompletor.java,88,0,0,0,1,0,0
5,refs/tags/release-4.2.2,hedwig-server/src/main/java/org/apache/hedwig/admin/console/ReadTopic.java,306,0,0,0,1,0,0
5,refs/tags/release-4.2.2,hedwig-server/src/main/java/org/apache/hedwig/data/MessageFormatter.java,112,0,0,0,1,0,0
5,refs/tags/release-4.2.2,hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/AbstractBenchmark.java,80,0,0,0,3,0,0
5,refs/tags/release-4.2.2,hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/BookieBenchmark.java,85,0,0,0,4,0,0
5,refs/tags/release-4.2.2,hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/BookkeeperBenchmark.java,71,0,0,0,4,0,0
5,refs/tags/release-4.2.2,hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/FakeBookie.java,87,0,0,0,2,0,0
5,refs/tags/release-4.2.2,hedwig-server/src/main/java/org/apache/hedwig/server/common/ByteStringInterner.java,33,0,0,0,2,0,0
5,refs/tags/release-4.2.2,hedwig-server/src/main/java/org/apache/hedwig/server/common/ServerConfiguration.java,522,0,0,0,4,0,0
5,refs/tags/release-4.2.2,hedwig-server/src/main/java/org/apache/hedwig/server/common/TerminateJVMExceptionHandler.java,28,0,0,0,3,0,0
5,refs/tags/release-4.2.2,hedwig-server/src/main/java/org/apache/hedwig/server/common/TopicOpQueuer.java,94,0,0,0,1,0,0
5,refs/tags/release-4.2.2,hedwig-server/src/main/java/org/apache/hedwig/server/common/UnexpectedError.java,30,0,0,0,2,0,0
5,refs/tags/release-4.2.2,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/ChannelEndPoint.java,73,0,0,0,3,0,0
5,refs/tags/release-4.2.2,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryCallback.java,23,0,0,0,1,0,0
5,refs/tags/release-4.2.2,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryEndPoint.java,23,0,0,0,1,0,0
5,refs/tags/release-4.2.2,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryManager.java,86,0,0,0,2,0,0
5,refs/tags/release-4.2.2,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java,783,1544,22,1,4,1,3
5,refs/tags/release-4.2.2,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/BaseHandler.java,57,0,0,0,3,0,0
5,refs/tags/release-4.2.2,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/ChannelDisconnectListener.java,26,0,0,0,2,0,0
5,refs/tags/release-4.2.2,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/CloseSubscriptionHandler.java,96,0,0,0,1,0,0
5,refs/tags/release-4.2.2,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/ConsumeHandler.java,61,0,0,0,3,0,0
5,refs/tags/release-4.2.2,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/Handler.java,33,0,0,0,2,0,0
5,refs/tags/release-4.2.2,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/NettyHandlerBean.java,38,0,0,0,1,0,0
5,refs/tags/release-4.2.2,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/NettyHandlerMXBean.java,27,0,0,0,1,0,0
5,refs/tags/release-4.2.2,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/PublishHandler.java,80,0,0,0,4,0,0
5,refs/tags/release-4.2.2,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscribeHandler.java,203,0,0,0,4,0,0
5,refs/tags/release-4.2.2,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscriptionChannelManager.java,195,0,0,0,2,0,0
5,refs/tags/release-4.2.2,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/UnsubscribeHandler.java,97,0,0,0,3,0,0
5,refs/tags/release-4.2.2,hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigJMXService.java,34,0,0,0,1,0,0
5,refs/tags/release-4.2.2,hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigMBeanInfo.java,24,0,0,0,1,0,0
5,refs/tags/release-4.2.2,hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigMBeanRegistry.java,38,0,0,0,1,0,0
5,refs/tags/release-4.2.2,hedwig-server/src/main/java/org/apache/hedwig/server/meta/FactoryLayout.java,146,0,0,0,1,0,0
5,refs/tags/release-4.2.2,hedwig-server/src/main/java/org/apache/hedwig/server/meta/MetadataManagerFactory.java,195,0,0,0,1,0,0
5,refs/tags/release-4.2.2,hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java,771,0,0,0,1,0,0
5,refs/tags/release-4.2.2,hedwig-server/src/main/java/org/apache/hedwig/server/meta/SubscriptionDataManager.java,148,0,0,0,1,0,0
5,refs/tags/release-4.2.2,hedwig-server/src/main/java/org/apache/hedwig/server/meta/TopicOwnershipManager.java,93,0,0,0,1,0,0
5,refs/tags/release-4.2.2,hedwig-server/src/main/java/org/apache/hedwig/server/meta/TopicPersistenceManager.java,88,0,0,0,1,0,0
5,refs/tags/release-4.2.2,hedwig-server/src/main/java/org/apache/hedwig/server/meta/ZkMetadataManagerFactory.java,762,0,0,0,1,0,0
5,refs/tags/release-4.2.2,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServer.java,462,0,0,0,4,0,0
5,refs/tags/release-4.2.2,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerBean.java,66,0,0,0,1,0,0
5,refs/tags/release-4.2.2,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerMXBean.java,52,0,0,0,1,0,0
5,refs/tags/release-4.2.2,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerPipelineFactory.java,67,0,0,0,2,0,0
5,refs/tags/release-4.2.2,hedwig-server/src/main/java/org/apache/hedwig/server/netty/ServerStats.java,170,0,0,0,2,0,0
5,refs/tags/release-4.2.2,hedwig-server/src/main/java/org/apache/hedwig/server/netty/UmbrellaHandler.java,135,0,0,0,4,0,0
5,refs/tags/release-4.2.2,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java,1100,0,0,0,4,0,0
5,refs/tags/release-4.2.2,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CacheKey.java,64,0,0,0,2,0,0
5,refs/tags/release-4.2.2,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CacheValue.java,83,0,0,0,4,0,0
5,refs/tags/release-4.2.2,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CancelScanRequest.java,24,0,0,0,1,0,0
5,refs/tags/release-4.2.2,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/Factory.java,21,0,0,0,1,0,0
5,refs/tags/release-4.2.2,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/LocalDBPersistenceManager.java,415,0,0,0,4,0,0
5,refs/tags/release-4.2.2,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/MapMethods.java,49,0,0,0,1,0,0
5,refs/tags/release-4.2.2,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistRequest.java,51,0,0,0,3,0,0
5,refs/tags/release-4.2.2,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistenceManager.java,89,0,0,0,3,0,0
5,refs/tags/release-4.2.2,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistenceManagerWithRangeScan.java,26,0,0,0,2,0,0
5,refs/tags/release-4.2.2,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/RangeScanRequest.java,67,0,0,0,2,0,0
