Version, Version Name, Path, LOCs, LOCs Touched, Churn, Number of Revisions, Authors Number, Bugfix, Average Change Set
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/SubscriptionEventEmitter.java,40,40,40,1,1,0,35
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/VoidCallbackAdapter.java,37,77,37,2,2,1,16
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractHChannelManager.java,566,1694,566,2,1,0,23
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractSubscribeResponseHandler.java,344,1692,344,3,1,2,11
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/ActiveSubscriber.java,357,1061,357,2,1,1,13
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/ClientChannelPipelineFactory.java,60,60,60,1,3,0,35
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/DefaultServerChannel.java,80,80,80,1,1,0,35
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/HChannelHandler.java,253,715,253,2,1,0,31
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/HChannelImpl.java,335,335,335,1,1,0,35
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/NonSubscriptionChannelPipelineFactory.java,41,41,41,1,1,0,35
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/ResubscribeCallback.java,99,283,99,2,1,1,13
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/WriteCallback.java,99,99,99,1,4,0,35
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexHChannelManager.java,286,1356,286,3,1,1,18
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexSubscribeResponseHandler.java,117,1463,1071,3,1,1,18
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexSubscriptionChannelPipelineFactory.java,43,43,43,1,1,0,27
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/simple/SimpleHChannelManager.java,325,2001,325,4,1,2,17
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/simple/SimpleSubscribeResponseHandler.java,249,3831,815,5,1,2,18
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/simple/SimpleSubscriptionChannelPipelineFactory.java,43,123,43,2,1,0,25
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/package-info.java,88,88,88,1,1,0,35
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/ssl/SslClientContextFactory.java,35,0,0,0,1,0,0
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/ssl/SslContextFactory.java,54,0,0,0,2,0,0
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/conf/AbstractConfiguration.java,55,0,0,0,3,0,0
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/filter/ClientMessageFilter.java,23,23,23,1,1,0,20
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/filter/MessageFilterBase.java,46,46,46,1,1,0,20
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/filter/PipelineFilter.java,64,192,64,2,1,0,22
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/filter/ServerMessageFilter.java,41,41,41,1,1,0,20
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/util/Callback.java,42,0,0,0,2,0,0
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/util/CallbackUtils.java,156,0,0,0,3,0,0
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/util/ConcurrencyUtils.java,43,0,0,0,1,0,0
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/util/Either.java,41,0,0,0,1,0,0
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/util/FileUtils.java,78,0,0,0,2,0,0
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/util/HedwigSocketAddress.java,124,0,0,0,2,0,0
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/util/Option.java,35,0,0,0,1,0,0
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/util/Pair.java,35,0,0,0,1,0,0
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/util/PathUtils.java,50,0,0,0,2,0,0
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/util/SubscriptionListener.java,41,41,41,1,1,0,27
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/util/VarArgs.java,23,23,23,1,1,0,35
3,refs/tags/release-4.2.0,hedwig-protocol/src/main/java/org/apache/hedwig/exceptions/PubSubException.java,219,2368,78,6,4,2,16
3,refs/tags/release-4.2.0,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java,15641,359188,9682,14,2,4,20
3,refs/tags/release-4.2.0,hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/MapUtils.java,64,64,64,1,1,0,1
3,refs/tags/release-4.2.0,hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/MessageIdUtils.java,123,0,0,0,2,0,0
3,refs/tags/release-4.2.0,hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/PubSubResponseUtils.java,59,254,22,3,3,0,25
3,refs/tags/release-4.2.0,hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/SubscriptionStateUtils.java,87,122,52,1,3,0,22
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/admin/HedwigAdmin.java,493,5435,153,6,2,2,16
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/admin/console/HedwigCommands.java,390,770,10,1,1,1,9
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/admin/console/HedwigConsole.java,898,12321,87,7,2,3,19
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/admin/console/JLineHedwigCompletor.java,88,169,7,1,1,0,8
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/admin/console/ReadTopic.java,306,1290,22,2,1,1,15
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/data/MessageFormatter.java,112,112,112,1,1,0,15
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/AbstractBenchmark.java,80,159,1,1,3,1,18
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/BookieBenchmark.java,85,169,1,1,4,1,18
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/BookkeeperBenchmark.java,71,141,1,1,4,1,18
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/FakeBookie.java,87,0,0,0,2,0,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/common/ByteStringInterner.java,33,70,4,1,2,0,7
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/common/ServerConfiguration.java,522,9033,267,12,4,4,10
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/common/TerminateJVMExceptionHandler.java,28,0,0,0,3,0,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/common/TopicOpQueuer.java,94,0,0,0,1,0,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/common/UnexpectedError.java,30,0,0,0,2,0,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/ChannelEndPoint.java,73,142,4,1,3,1,4
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryCallback.java,23,0,0,0,1,0,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryEndPoint.java,23,0,0,0,1,0,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryManager.java,86,453,55,5,2,1,16
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java,761,16901,329,14,4,6,13
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/BaseHandler.java,57,0,0,0,3,0,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/ChannelDisconnectListener.java,26,0,0,0,2,0,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/CloseSubscriptionHandler.java,96,96,96,1,1,0,16
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/ConsumeHandler.java,61,0,0,0,3,0,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/Handler.java,33,0,0,0,2,0,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/NettyHandlerBean.java,38,79,3,1,1,0,8
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/NettyHandlerMXBean.java,27,0,0,0,1,0,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/PublishHandler.java,80,283,13,2,4,1,24
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscribeHandler.java,203,3175,169,8,4,2,18
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscriptionChannelManager.java,195,827,195,3,2,0,13
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/UnsubscribeHandler.java,97,315,25,2,3,1,17
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigJMXService.java,34,0,0,0,1,0,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigMBeanInfo.java,24,0,0,0,1,0,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigMBeanRegistry.java,38,0,0,0,1,0,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/meta/FactoryLayout.java,146,408,146,2,1,1,18
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/meta/MetadataManagerFactory.java,195,1133,195,4,1,1,16
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java,771,771,771,1,1,0,5
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/meta/SubscriptionDataManager.java,148,636,148,3,1,0,19
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/meta/TopicOwnershipManager.java,93,279,93,2,1,1,16
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/meta/TopicPersistenceManager.java,88,264,88,2,1,1,20
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/meta/ZkMetadataManagerFactory.java,762,8700,762,7,1,2,15
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServer.java,462,7710,82,9,4,3,14
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerBean.java,66,128,4,1,1,1,4
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerMXBean.java,52,0,0,0,1,0,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerPipelineFactory.java,67,0,0,0,2,0,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/netty/ServerStats.java,170,329,11,1,2,1,18
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/netty/UmbrellaHandler.java,135,543,7,2,4,0,24
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java,1100,20580,412,11,4,6,12
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CacheKey.java,64,0,0,0,2,0,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CacheValue.java,83,313,9,2,4,0,24
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CancelScanRequest.java,24,24,24,1,1,0,7
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/Factory.java,21,0,0,0,1,0,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/LocalDBPersistenceManager.java,415,2471,7,3,4,0,33
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/MapMethods.java,49,0,0,0,1,0,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistRequest.java,51,101,1,1,3,0,30
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistenceManager.java,89,174,4,1,3,0,28
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistenceManagerWithRangeScan.java,26,0,0,0,2,0,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/RangeScanRequest.java,67,0,0,0,2,0,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java,708,8988,118,7,4,4,16
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCacheBean.java,53,212,0,2,1,2,6
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCacheMXBean.java,39,0,0,0,1,0,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanCallback.java,55,0,0,0,2,0,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanCallbackWithContext.java,47,79,15,1,2,0,7
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanRequest.java,56,0,0,0,2,0,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ChannelTracker.java,104,202,6,1,3,0,27
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/HedwigProxy.java,153,602,6,2,3,0,17
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyCloseSubscriptionHandler.java,59,59,59,1,1,0,27
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyConfiguration.java,30,0,0,0,3,0,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyConsumeHandler.java,49,0,0,0,2,0,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyPublishHander.java,52,0,0,0,1,0,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyStartDeliveryHandler.java,110,0,0,0,3,0,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyStopDeliveryHandler.java,63,0,0,0,3,0,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxySubscribeHandler.java,72,0,0,0,2,0,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyUnsubscribeHandler.java,61,0,0,0,1,0,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClient.java,42,0,0,0,2,0,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClientFactory.java,67,119,15,1,3,1,7
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubSubscriber.java,76,0,0,0,3,0,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/regions/RegionManager.java,332,1328,0,2,4,0,35
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/ssl/SslServerContextFactory.java,44,0,0,0,1,0,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java,700,12652,206,10,3,3,12
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AllToAllTopologyFilter.java,66,229,33,2,2,0,22
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionManager.java,107,867,41,5,4,2,12
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionState.java,179,1841,105,6,4,2,13
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/MMSubscriptionManager.java,121,651,121,4,1,0,21
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/SubscriptionEventListener.java,52,0,0,0,2,0,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/SubscriptionManager.java,114,414,14,2,3,0,20
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/topics/AbstractTopicManager.java,174,345,3,1,4,0,41
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubInfo.java,142,142,142,1,1,0,21
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubLoad.java,112,336,112,2,1,0,14
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubServerManager.java,95,95,95,1,1,0,21
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/topics/MMTopicManager.java,324,972,324,2,1,1,16
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/topics/TopicManager.java,73,0,0,0,3,0,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/topics/TopicOwnershipChangeListener.java,24,0,0,0,1,0,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/topics/TrivialOwnAllTopicManager.java,48,0,0,0,3,0,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/topics/ZkHubServerManager.java,280,848,288,2,2,0,31
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/topics/ZkTopicManager.java,300,689,89,1,3,0,21
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsynBKCallback.java,79,0,0,0,2,0,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncCallback.java,30,0,0,0,2,0,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncZKCallback.java,84,0,0,0,2,0,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/ZkUtils.java,99,165,33,1,3,0,28
4,refs/tags/release-4.2.1,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchBookie.java,191,0,0,0,1,0,0
4,refs/tags/release-4.2.1,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchReadThroughputLatency.java,247,0,0,0,1,0,0
4,refs/tags/release-4.2.1,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchThroughputLatency.java,399,0,0,0,3,0,0
4,refs/tags/release-4.2.1,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/MySqlClient.java,121,0,0,0,2,0,0
4,refs/tags/release-4.2.1,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java,320,0,0,0,4,0,0
4,refs/tags/release-4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java,1131,2261,1,1,4,1,2
4,refs/tags/release-4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieBean.java,41,0,0,0,2,0,0
4,refs/tags/release-4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java,131,0,0,0,4,0,0
4,refs/tags/release-4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieMXBean.java,28,0,0,0,1,0,0
4,refs/tags/release-4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieShell.java,827,0,0,0,3,0,0
4,refs/tags/release-4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java,170,0,0,0,2,0,0
4,refs/tags/release-4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java,237,0,0,0,2,0,0
4,refs/tags/release-4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java,508,0,0,0,4,0,0
4,refs/tags/release-4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ExitCode.java,38,0,0,0,1,0,0
4,refs/tags/release-4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java,331,657,5,1,3,1,4
4,refs/tags/release-4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java,352,0,0,0,3,0,0
4,refs/tags/release-4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollector.java,46,0,0,0,1,0,0
4,refs/tags/release-4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java,509,0,0,0,3,0,0
4,refs/tags/release-4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactory.java,28,0,0,0,1,0,0
4,refs/tags/release-4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactoryImpl.java,59,0,0,0,1,0,0
4,refs/tags/release-4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/InterleavedLedgerStorage.java,157,314,0,1,3,1,2
4,refs/tags/release-4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java,534,0,0,0,3,0,0
4,refs/tags/release-4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/JournalChannel.java,132,0,0,0,1,0,0
4,refs/tags/release-4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java,41,0,0,0,3,0,0
4,refs/tags/release-4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheBean.java,24,0,0,0,1,0,0
4,refs/tags/release-4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheImpl.java,862,1717,7,1,3,1,4
4,refs/tags/release-4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheMXBean.java,51,0,0,0,1,0,0
4,refs/tags/release-4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java,53,0,0,0,3,0,0
4,refs/tags/release-4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorImpl.java,73,0,0,0,1,0,0
4,refs/tags/release-4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorReadOnlyImpl.java,47,0,0,0,1,0,0
4,refs/tags/release-4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDirsManager.java,244,0,0,0,2,0,0
4,refs/tags/release-4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java,157,0,0,0,3,0,0
4,refs/tags/release-4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerStorage.java,94,0,0,0,1,0,0
4,refs/tags/release-4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java,124,0,0,0,1,0,0
4,refs/tags/release-4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyEntryLogger.java,49,0,0,0,1,0,0
4,refs/tags/release-4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyFileInfo.java,38,0,0,0,1,0,0
4,refs/tags/release-4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ScanAndCompareGarbageCollector.java,99,0,0,0,1,0,0
4,refs/tags/release-4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java,125,0,0,0,3,0,0
4,refs/tags/release-4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java,291,0,0,0,3,0,0
4,refs/tags/release-4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java,585,0,0,0,4,0,0
4,refs/tags/release-4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java,733,0,0,0,3,0,0
4,refs/tags/release-4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java,267,0,0,0,4,0,0
4,refs/tags/release-4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/CRC32DigestManager.java,47,0,0,0,2,0,0
4,refs/tags/release-4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java,155,0,0,0,4,0,0
4,refs/tags/release-4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java,80,0,0,0,3,0,0
4,refs/tags/release-4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerChecker.java,242,0,0,0,1,0,0
4,refs/tags/release-4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java,119,0,0,0,3,0,0
4,refs/tags/release-4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java,71,0,0,0,4,0,0
4,refs/tags/release-4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java,70,0,0,0,2,0,0
4,refs/tags/release-4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragment.java,133,0,0,0,2,0,0
4,refs/tags/release-4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragmentReplicator.java,397,0,0,0,1,0,0
4,refs/tags/release-4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java,863,0,0,0,4,0,0
