Version, Version Name, Path, LOCs, LOCs Touched, Churn, Age, Number of Revisions, Authors Number, Bugfix
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/api/Subscriber.java,360,760,60,3,3,3,0
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkPublisher.java,116,231,1,3,1,2,1
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkSubscriber.java,117,236,2,3,2,2,1
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkUtils.java,165,329,1,3,1,2,1
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/conf/ClientConfiguration.java,149,306,8,3,2,2,0
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/data/MessageConsumeData.java,51,104,2,2,1,2,0
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/data/PubSubData.java,162,347,23,3,3,3,0
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/MessageConsumeCallback.java,109,191,27,2,3,2,1
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PubSubCallback.java,83,160,6,2,2,2,0
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PublishResponseHandler.java,67,131,3,2,2,2,0
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeReconnectCallback.java,100,203,3,3,2,2,0
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeResponseHandler.java,167,547,243,3,7,3,0
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/UnsubscribeResponseHandler.java,78,154,2,2,2,2,0
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/ConnectCallback.java,113,228,2,3,2,2,0
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigPublisher.java,133,453,187,3,6,2,1
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java,386,1300,528,3,9,2,1
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/ResponseHandler.java,343,684,26,3,4,2,0
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/WriteCallback.java,95,198,8,3,3,2,0
3,refs/tags/release-4.2.0,hedwig-protocol/src/main/java/org/apache/hedwig/exceptions/PubSubException.java,178,319,37,2,6,2,0
3,refs/tags/release-4.2.0,hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/PubSubResponseUtils.java,59,106,22,3,3,3,0
3,refs/tags/release-4.2.0,hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/SubscriptionStateUtils.java,87,122,52,2,1,2,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/AbstractBenchmark.java,80,159,1,2,1,2,1
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/BookieBenchmark.java,85,169,1,2,1,3,1
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/BookkeeperBenchmark.java,71,141,1,2,1,3,1
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/common/ByteStringInterner.java,33,70,4,2,1,2,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/common/ServerConfiguration.java,522,1301,267,3,12,3,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/ChannelEndPoint.java,73,142,4,3,1,3,1
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryManager.java,86,173,55,3,5,3,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java,761,1841,329,3,14,3,1
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/PublishHandler.java,80,149,13,3,2,3,1
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscribeHandler.java,203,557,169,3,8,2,1
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/UnsubscribeHandler.java,97,171,25,3,2,3,1
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServer.java,462,1002,82,3,9,3,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/netty/UmbrellaHandler.java,135,275,7,3,2,2,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java,1100,2594,412,3,11,2,1
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CacheValue.java,76,154,2,2,2,2,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/LocalDBPersistenceManager.java,415,831,7,3,3,2,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistRequest.java,51,101,1,2,1,2,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistenceManager.java,89,174,4,3,1,3,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java,708,1478,118,3,7,2,1
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanCallbackWithContext.java,47,79,15,2,1,2,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ChannelTracker.java,104,202,6,2,1,2,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/HedwigProxy.java,153,308,6,3,2,2,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClientFactory.java,67,119,15,2,1,2,1
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/regions/RegionManager.java,332,664,0,3,2,2,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java,700,1604,206,3,10,2,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AllToAllTopologyFilter.java,65,98,32,2,2,2,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionManager.java,75,141,9,2,5,2,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionState.java,179,447,105,3,6,3,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/SubscriptionManager.java,114,214,14,3,2,3,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/topics/AbstractTopicManager.java,174,345,3,3,1,3,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/topics/ZkTopicManager.java,300,689,89,3,1,2,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/ZkUtils.java,99,165,33,2,1,2,0
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java,1130,2652,462,3,17,3,0
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java,131,259,3,3,1,3,0
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java,508,1073,67,3,6,3,0
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java,326,677,97,3,3,3,0
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java,41,80,2,3,1,3,1
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java,53,106,0,3,1,3,1
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java,291,602,40,3,4,3,0
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java,585,1291,135,3,11,3,1
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java,267,622,88,3,4,2,1
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java,155,303,7,3,1,3,0
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java,80,160,22,3,2,3,0
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java,119,251,19,3,4,3,0
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java,68,139,3,2,3,3,0
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java,70,141,1,2,1,2,0
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java,863,1883,169,3,12,3,0
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java,405,963,159,3,9,3,0
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java,168,387,53,3,3,3,0
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java,134,268,0,3,2,3,1
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java,157,367,53,3,5,3,1
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java,308,989,373,3,12,3,1
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java,94,176,20,3,2,3,0
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java,247,475,49,3,2,3,1
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java,155,306,4,3,1,3,0
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java,561,1172,114,3,10,3,1
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java,114,228,0,2,1,3,0
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java,492,959,29,3,2,3,0
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java,627,1239,43,3,7,3,1
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ServerStats.java,122,243,1,2,1,2,1
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java,231,475,21,3,4,3,1
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/MathUtils.java,42,72,12,2,1,2,1
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/OrderedSafeExecutor.java,112,195,29,2,2,2,1
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringUtils.java,61,120,2,2,2,2,1
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadLastConfirmedOp.java,112,225,1,3,3,2,1
3,refs/tags/release-4.2.0,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java,15641,40956,9682,3,14,2,1
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java,733,1784,320,3,14,2,1
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadOnlyLedgerHandle.java,94,163,25,3,2,2,1
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigClientImpl.java,103,544,338,3,9,4,1
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/AbstractConfiguration.java,209,458,114,3,5,2,0
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java,285,606,104,3,4,2,0
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java,635,1357,133,3,6,2,0
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java,280,772,212,3,7,3,0
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java,141,311,29,3,5,2,0
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java,433,914,48,3,5,2,0
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java,211,469,49,3,5,3,0
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java,171,304,118,3,2,2,0
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManagerFactory.java,223,594,148,3,4,2,0
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ZkUtils.java,131,214,48,2,4,2,0
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanRegistry.java,78,153,3,2,1,1,0
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BKStats.java,219,427,11,2,1,2,1
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerBean.java,76,151,1,2,1,2,1
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/admin/HedwigAdmin.java,370,737,3,2,6,2,1
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/admin/console/HedwigCommands.java,380,758,2,2,1,1,1
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/admin/console/HedwigConsole.java,905,1798,12,2,7,1,1
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/admin/console/JLineHedwigCompletor.java,88,169,7,2,1,1,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/admin/console/ReadTopic.java,328,658,2,2,2,1,1
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/JournalChannel.java,132,263,1,2,1,1,1
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java,345,877,203,2,2,3,1
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java,446,1001,139,2,7,3,0
3,refs/tags/release-4.2.0,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchThroughputLatency.java,389,803,27,2,2,3,0
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java,175,348,2,2,3,1,1
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheImpl.java,729,1516,86,2,10,3,1
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorImpl.java,74,170,22,2,1,1,0
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorReadOnlyImpl.java,47,95,1,2,1,1,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/NettyHandlerBean.java,41,82,0,2,1,1,1
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerBean.java,66,128,4,2,1,1,1
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/netty/ServerStats.java,159,317,1,2,1,1,1
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCacheBean.java,53,106,0,2,2,1,1
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/InterleavedLedgerStorage.java,158,322,8,2,8,2,1
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerStorage.java,94,172,16,2,1,1,1
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java,528,1040,24,2,6,2,1
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/IOUtils.java,82,132,32,2,1,2,0
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieShell.java,616,616,616,1,5,3,0
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyEntryLogger.java,49,49,49,1,2,1,0
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyFileInfo.java,38,38,38,1,1,1,0
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/EntryFormatter.java,65,65,65,1,1,1,0
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringEntryFormatter.java,40,40,40,1,1,1,0
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Tool.java,39,39,39,1,1,1,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/data/MessageFormatter.java,112,112,112,1,1,1,0
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ActiveLedgerManager.java,75,75,75,1,1,1,0
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManagerFactory.java,60,60,60,1,4,2,0
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManagerFactory.java,60,60,60,1,4,2,0
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkVersion.java,58,58,58,1,2,1,0
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ReflectionUtils.java,122,122,122,1,2,1,0
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Version.java,30,30,30,1,2,1,0
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Versioned.java,38,38,38,1,1,1,0
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java,1381,1381,1381,1,7,2,1
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/meta/FactoryLayout.java,131,131,131,1,2,1,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/meta/MetadataManagerFactory.java,149,149,149,1,4,1,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/meta/SubscriptionDataManager.java,109,109,109,1,3,1,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/meta/TopicPersistenceManager.java,88,88,88,1,2,1,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/meta/ZkMetadataManagerFactory.java,499,499,499,1,7,1,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/MMSubscriptionManager.java,72,72,72,1,4,1,0
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationException.java,54,54,54,1,3,2,0
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/VoidCallbackAdapter.java,20,20,20,1,2,2,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/meta/TopicOwnershipManager.java,93,93,93,1,2,1,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubInfo.java,142,142,142,1,1,1,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubLoad.java,112,112,112,1,2,1,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubServerManager.java,95,95,95,1,1,1,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/topics/MMTopicManager.java,324,324,324,1,2,1,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/topics/ZkHubServerManager.java,284,284,284,1,2,2,0
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerUnderreplicationManager.java,58,58,58,1,3,1,0
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkLedgerUnderreplicationManager.java,357,357,357,1,13,3,0
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerChecker.java,243,243,243,1,4,1,0
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragment.java,102,102,102,1,5,2,0
3,refs/tags/release-4.2.0,hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/MapUtils.java,64,64,64,1,1,1,0
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragmentReplicator.java,283,283,283,1,4,1,0
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationWorker.java,271,271,271,1,8,1,0
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/BookieLedgerIndexer.java,130,130,130,1,3,2,0
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/Auditor.java,208,208,208,1,4,1,0
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AuditorElector.java,250,250,250,1,6,2,0
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/filter/MessageFilter.java,63,63,63,1,1,1,0
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/filter/PipelineFilter.java,64,64,64,1,2,1,0
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/NoResponseHandlerException.java,31,31,31,1,1,1,1
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/FilterableMessageHandler.java,60,60,60,1,2,1,0
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/filter/ClientMessageFilter.java,23,23,23,1,1,1,0
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/filter/MessageFilterBase.java,46,46,46,1,1,1,0
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/filter/ServerMessageFilter.java,41,41,41,1,1,1,0
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/util/SubscriptionListener.java,41,41,41,1,1,1,0
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/AbstractResponseHandler.java,140,140,140,1,1,1,0
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/CleanupChannelMap.java,126,126,126,1,2,1,0
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HChannel.java,48,48,48,1,1,1,0
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HChannelManager.java,144,144,144,1,1,1,0
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/NetUtils.java,175,175,175,1,4,2,0
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/SubscriptionEventEmitter.java,40,40,40,1,1,1,0
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractHChannelManager.java,564,564,564,1,2,1,0
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/ClientChannelPipelineFactory.java,60,60,60,1,1,3,0
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/DefaultServerChannel.java,80,80,80,1,1,1,0
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/HChannelHandler.java,231,231,231,1,2,1,0
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/HChannelImpl.java,335,335,335,1,1,1,0
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/NonSubscriptionChannelPipelineFactory.java,41,41,41,1,1,1,0
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/WriteCallback.java,99,99,99,1,1,4,0
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/simple/SimpleHChannelManager.java,276,276,276,1,4,1,0
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/simple/SimpleSubscribeResponseHandler.java,502,502,502,1,5,1,0
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/simple/SimpleSubscriptionChannelPipelineFactory.java,40,40,40,1,2,1,0
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/simple/SubscribeReconnectCallback.java,87,87,87,1,2,1,0
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/package-info.java,88,88,88,1,1,1,0
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/util/VarArgs.java,23,23,23,1,1,1,0
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationEnableCb.java,50,50,50,1,1,1,0
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AutoRecoveryMain.java,243,243,243,1,6,2,0
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDirsManager.java,218,218,218,1,3,2,0
3,refs/tags/release-4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/DiskChecker.java,149,149,149,1,2,2,0
3,refs/tags/release-4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscriptionChannelManager.java,140,140,140,1,3,2,0
3,refs/tags/release-4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/CloseSubscriptionResponseHandler.java,77,77,77,1,1,1,0
